Role,Degree,Subject,Interests,UserId,Name
Industrial,Doctorate,Computer Science,"""Artificial Intelligence"", ""Machine Learning""",5pz86tiweo80wg9pjjblye56,Ali Javed
Student,Doctorate,Software Engineering,"""Networking"", ""Software Development""",r291qc5f7mkqvz9fwdm8gybp,Ahmed Malik
Industrial,Doctorate,Computer Science,"""Data Science"", ""Human Computer Interaction""",rve3h7jfo3gb2wpkocbczee7,Usman Ahmed
Industrial,Bachelors,Data Science,"""Software Development"", ""Artificial Intelligence""",r1rp858kxpb4xirye2sdxh2p,Fatima Ahmed
Student,Doctorate,Computer Science,"""Software Development"", ""Machine Learning""",8vfdofkb53531cy3tnp9lu6n,Hina Malik
Student,Bachelors,Software Engineering,"""Networking"", ""Artificial Intelligence"", ""Data Science""",jh9d9yue1xnpgzs8rwkyy7iz,Zainab Chaudhry
Student,Masters,Data Science,"""Human Computer Interaction""",pszrv5mpxh9oqx7vso4i680w,Ali Javed
Faculty,Masters,Computer Science,"""Human Computer Interaction"", ""Software Development"", ""Machine Learning""",y6j3m7i6x6g5oc5p5ipez3y0,Omar Chaudhry
Industrial,Doctorate,Data Science,"""Software Development"", ""Machine Learning""",negraxh7dpzzi1dkqgl0lnv6,Fatima Malik
Student,Doctorate,Data Science,"""Networking"", ""Human Computer Interaction"", ""Machine Learning""",q5m82168a4669unel9ft00uw,Ahmed Javed
Student,Masters,Computer Science,"""Networking"", ""Machine Learning""",ckebyjvel6vwiu7datnd3bbe,Zainab Malik
Student,Bachelors,Data Science,"""Software Development"", ""Networking""",5p4xzf2bsudd128y26g2ar44,Hina Javed
Industrial,Bachelors,Data Science,"""Machine Learning"", ""Artificial Intelligence""",5gawgjl1nxqf8drq3568nh8d,Zainab Iqbal
Student,Doctorate,Data Science,"""Data Science"", ""Artificial Intelligence"", ""Software Development"", ""Human Computer Interaction""",bxljv8alz035q64l1cun832e,Fatima Iqbal
Student,Masters,Software Engineering,"""Artificial Intelligence""",ogno7suhsrifys5s0njy64i3,Sara Iqbal
Student,Masters,Software Engineering,"""Data Science"", ""Software Development""",go4zqsnwe5d1f2ba94yo6vms,Fatima Ahmed
Faculty,Masters,Software Engineering,"""Artificial Intelligence"", ""Human Computer Interaction"", ""Data Science""",bcffd26qufuiy3v2wssxw5rs,Ahmed Butt
Student,Doctorate,Computer Science,"""Networking"", ""Data Science"", ""Human Computer Interaction"", ""Artificial Intelligence""",znz99vle8z6rohqlfhq4d0s4,Fatima Butt
Faculty,Doctorate,Computer Science,"""Networking""",was0lku5wscanv8pu41scfpm,Hassan Khan
Student,Bachelors,Data Science,"""Networking""",2kce15yha1n9dhbpi21dhbcv,Ali Malik
Student,Doctorate,Software Engineering,"""Human Computer Interaction""",lwmazem0qtn4tbeg8seojzqf,Ali Chaudhry
Industrial,Doctorate,Software Engineering,"""Artificial Intelligence""",2f0laixmsm6quh80bvf0skii,Ahmed Khan
Industrial,Masters,Data Science,"""Artificial Intelligence"", ""Machine Learning"", ""Software Development"", ""Data Science""",utp2n9aumded9iotn4dzc4rg,Ahmed Raza
Faculty,Doctorate,Data Science,"""Networking""",l62hxjtfobyxva4va4uzhzln,Ayesha Butt
Faculty,Masters,Data Science,"""Networking"", ""Data Science"", ""Machine Learning"", ""Software Development""",qlb1d8903alwj1n36s0svrvh,Sara Raza
Student,Masters,Data Science,"""Machine Learning"", ""Human Computer Interaction""",m1vpbrtq75x0ng177d0dsgw0,Omar Khan
Faculty,Masters,Data Science,"""Artificial Intelligence""",bgrx0apr80bmv29wohlrwn5d,Ahmed Khan
Faculty,Masters,Data Science,"""Human Computer Interaction""",rs8hw494kfcdvl21t4bu4rbw,Hina Butt
Faculty,Masters,Computer Science,"""Software Development"", ""Artificial Intelligence"", ""Data Science""",iulhprgjbuzb40iqgih2ahjd,Usman Butt
Faculty,Doctorate,Computer Science,"""Machine Learning"", ""Data Science"", ""Human Computer Interaction"", ""Networking""",m3b5ybw3s5eklebs0ltisyf2,Hina Khan
Industrial,Doctorate,Software Engineering,"""Human Computer Interaction"", ""Data Science""",a6unfhuedlin8x7ai3rla1a9,Sara Hussain
Student,Doctorate,Software Engineering,"""Data Science"", ""Machine Learning"", ""Human Computer Interaction""",w2arpc0zy73qnjvhdg6mib7t,Zainab Khan
Student,Doctorate,Data Science,"""Software Development"", ""Artificial Intelligence"", ""Machine Learning"", ""Networking""",3xo3pjcocl23e2px7idnvrbv,Ali Khan
Student,Masters,Data Science,"""Machine Learning"", ""Networking"", ""Software Development""",ej3hyl9g6esce7ltfnv64jqa,Hassan Hussain
Student,Doctorate,Software Engineering,"""Machine Learning"", ""Networking"", ""Human Computer Interaction"", ""Software Development""",hju6vv4zjedfu7412602hku9,Fatima Chaudhry
Industrial,Doctorate,Data Science,"""Software Development"", ""Artificial Intelligence""",doc42sg89u3qf9dpp68wnvc3,Zainab Malik
Faculty,Masters,Data Science,"""Data Science"", ""Machine Learning""",jae1rn8bveiwc28rzxi5qs7f,Omar Ahmed
Student,Bachelors,Computer Science,"""Machine Learning"", ""Artificial Intelligence"", ""Data Science"", ""Networking""",wb6muf2820bmyh9m9d8pfg5q,Usman Sheikh
Industrial,Doctorate,Computer Science,"""Data Science"", ""Artificial Intelligence""",ztkh649ka880ldarc50ftdd1,Ahmed Malik
Student,Doctorate,Data Science,"""Artificial Intelligence"", ""Software Development"", ""Data Science""",qhqdyuyhjud5agp22am0r50n,Usman Chaudhry
Student,Doctorate,Software Engineering,"""Networking"", ""Machine Learning""",zf7221l48ntvtolkarhv0izg,Sara Chaudhry
Faculty,Doctorate,Data Science,"""Machine Learning""",j1hx0sqm5k5oabkidtofd3qw,Sara Raza
Faculty,Masters,Computer Science,"""Software Development"", ""Machine Learning"", ""Artificial Intelligence""",xsgcthlmemh7mewq2mbhkqc8,Fatima Hussain
Faculty,Masters,Software Engineering,"""Networking""",vp6j36t0hdgz28v83a1tz11x,Zainab Raza
Student,Masters,Software Engineering,"""Artificial Intelligence"", ""Human Computer Interaction""",h064mhxznflahabsgxe9t64z,Hassan Malik
Faculty,Masters,Computer Science,"""Artificial Intelligence"", ""Machine Learning""",all0g72397vcnglf5aoc9a3u,Fatima Chaudhry
Student,Doctorate,Software Engineering,"""Machine Learning"", ""Artificial Intelligence""",8o7ki6aidhrftpuaz2rg6d6s,Fatima Sheikh
Industrial,Doctorate,Computer Science,"""Software Development"", ""Artificial Intelligence""",gihi9yi8r0ss06k1ly1f8nho,Hina Malik
Industrial,Doctorate,Computer Science,"""Machine Learning""",1cl0z4q2mcdptt148397i74n,Ali Hussain
Faculty,Doctorate,Software Engineering,"""Networking"", ""Human Computer Interaction""",t84bd45h574foa1q1jeh4ram,Hassan Ahmed
Industrial,Doctorate,Computer Science,"""Data Science"", ""Artificial Intelligence"", ""Human Computer Interaction""",ghl8yl5x1d62go74jbx6qogk,Hassan Sheikh
Faculty,Masters,Data Science,"""Machine Learning"", ""Human Computer Interaction""",xtqtlabbcnkymhz3gq79hwk2,Hina Ahmed
Faculty,Doctorate,Software Engineering,"""Software Development"", ""Artificial Intelligence"", ""Networking""",v126fiszcraw9v23qjkjrmg7,Usman Iqbal
Industrial,Masters,Software Engineering,"""Machine Learning""",a2o0xbg2n5ji1u321ib456mz,Zainab Khan
Faculty,Masters,Data Science,"""Machine Learning"", ""Software Development""",gqr19g999aug0ge046vmg1yx,Zainab Raza
Industrial,Masters,Computer Science,"""Software Development"", ""Networking"", ""Artificial Intelligence""",44j8f1f5hkk03trmq3f3e6sc,Hassan Iqbal
Faculty,Masters,Data Science,"""Machine Learning"", ""Data Science""",yhl4iwrwlufcb8spwvlm0jjc,Hassan Khan
Industrial,Doctorate,Computer Science,"""Artificial Intelligence""",29vyowva6gcqhc61jr0yio6b,Omar Javed
Faculty,Masters,Data Science,"""Networking"", ""Human Computer Interaction""",fn8jhtzpkcngkb2013ylpt3t,Fatima Chaudhry
Student,Masters,Computer Science,"""Software Development""",hinwv5obb80pbu0fvy6uiruc,Hassan Hussain
Industrial,Doctorate,Computer Science,"""Human Computer Interaction"", ""Software Development"", ""Artificial Intelligence"", ""Machine Learning""",cp3om8mu2fwyfsu4hkni7npr,Omar Butt
Student,Doctorate,Data Science,"""Machine Learning"", ""Artificial Intelligence"", ""Software Development"", ""Human Computer Interaction""",u7nmp7mmowzxs173xk815c32,Ali Khan
Faculty,Masters,Data Science,"""Human Computer Interaction"", ""Machine Learning""",dmthdrloqid51qvscu1e3pt8,Ahmed Ahmed
Industrial,Masters,Data Science,"""Machine Learning"", ""Artificial Intelligence""",8biynvn2z3gld256q07u2cas,Ayesha Khan
Industrial,Masters,Software Engineering,"""Artificial Intelligence"", ""Machine Learning"", ""Data Science"", ""Software Development""",1zoe9771h2l0zg2rypo4vf5s,Sara Hussain
Student,Bachelors,Computer Science,"""Networking"", ""Artificial Intelligence"", ""Machine Learning""",6tqxq9agb0mrnfg771lo5dhw,Fatima Sheikh
Faculty,Masters,Software Engineering,"""Machine Learning"", ""Networking"", ""Software Development""",xllxsqmpuiiqka95flvrjd5p,Hassan Ahmed
Industrial,Masters,Data Science,"""Networking"", ""Human Computer Interaction""",urgvmbc71exc15ynabvnoq66,Hina Ahmed
Industrial,Doctorate,Software Engineering,"""Human Computer Interaction"", ""Machine Learning"", ""Software Development"", ""Data Science""",bqq5omtj8nynlohrx24vozfh,Ahmed Ahmed
Student,Bachelors,Computer Science,"""Data Science""",oqt3e43h3seidc0684mqrixy,Zainab Khan
Faculty,Doctorate,Data Science,"""Networking"", ""Software Development"", ""Machine Learning"", ""Human Computer Interaction""",zit1godzu5fz0gzen7szzrw5,Sara Butt
Faculty,Doctorate,Computer Science,"""Human Computer Interaction"", ""Data Science""",78028cbsaxo32bls2uzqnuuc,Usman Raza
Faculty,Masters,Data Science,"""Networking"", ""Data Science""",w0fbul4nzfvvzp8nrefaaxu7,Ali Hussain
Student,Bachelors,Software Engineering,"""Networking"", ""Software Development"", ""Human Computer Interaction"", ""Data Science""",xp3se4fhh90zgteudqew7a2d,Sara Khan
Student,Bachelors,Data Science,"""Data Science""",bzezzkyd8gqvm3wsjvkjay69,Ali Hussain
Industrial,Doctorate,Software Engineering,"""Machine Learning"", ""Artificial Intelligence"", ""Networking""",1dpqtdy0qtdqu6oxzdqf8l9z,Ayesha Javed
Student,Doctorate,Computer Science,"""Data Science"", ""Artificial Intelligence"", ""Machine Learning"", ""Software Development""",41ltmbb738wxlixl4ocoejem,Ali Sheikh
Faculty,Masters,Software Engineering,"""Artificial Intelligence"", ""Human Computer Interaction"", ""Software Development"", ""Networking""",6n9o918djewd9zl9ood0rnm0,Hina Butt
Industrial,Bachelors,Software Engineering,"""Software Development"", ""Human Computer Interaction""",lszio0x970knbrm5pd2fjlp7,Ahmed Ahmed
Industrial,Doctorate,Data Science,"""Machine Learning"", ""Data Science""",8aemruxyiah6d70mureriich,Usman Butt
Industrial,Doctorate,Data Science,"""Artificial Intelligence"", ""Machine Learning""",aku7xjwylzruwmbjhdvh87iy,Ahmed Malik
Industrial,Doctorate,Computer Science,"""Networking""",q16jhs1e1fcyyri912zptegq,Ali Chaudhry
Industrial,Doctorate,Data Science,"""Machine Learning""",lr30573e1nauuvlt2qut4bi1,Ahmed Javed
Faculty,Masters,Data Science,"""Machine Learning""",mt2lp27xoyv92w3mm2ywxc52,Omar Iqbal
Faculty,Doctorate,Data Science,"""Networking"", ""Artificial Intelligence"", ""Human Computer Interaction"", ""Data Science""",jjm5z0j80ayvdi6p1zk7jyd8,Zainab Chaudhry
Faculty,Doctorate,Data Science,"""Data Science"", ""Human Computer Interaction"", ""Artificial Intelligence""",fnk3eh0kftr19jk3exiv0208,Sara Sheikh
Industrial,Masters,Software Engineering,"""Networking"", ""Data Science"", ""Artificial Intelligence"", ""Software Development""",456f7qjswyl5nz4xazwax04q,Ali Iqbal
Student,Doctorate,Software Engineering,"""Machine Learning"", ""Human Computer Interaction"", ""Software Development""",5ge0k51ld4me8wc20bkud5he,Sara Khan
Student,Doctorate,Software Engineering,"""Human Computer Interaction"", ""Data Science""",elvdxky3ap8p3l8f74a2isoj,Sara Khan
Faculty,Masters,Software Engineering,"""Data Science"", ""Artificial Intelligence"", ""Human Computer Interaction""",wvryiferso6n23xhxsktmysu,Ali Butt
Faculty,Masters,Computer Science,"""Human Computer Interaction""",vqnuhrqraupinu7bgz10oqy2,Ahmed Ahmed
Student,Doctorate,Data Science,"""Artificial Intelligence"", ""Software Development"", ""Human Computer Interaction""",40ssovzkru1pf7c6zjlq344k,Hassan Sheikh
Faculty,Masters,Data Science,"""Machine Learning"", ""Networking""",u89wk6nxqm3e2dg5yf0mtc0e,Usman Malik
Student,Bachelors,Software Engineering,"""Machine Learning""",e2yvavpfqowlnaa0knu2r4tp,Hassan Khan
Industrial,Masters,Data Science,"""Artificial Intelligence"", ""Data Science""",jhffihkzr84n6yc9nwcf1p5t,Omar Butt
Student,Masters,Computer Science,"""Human Computer Interaction"", ""Artificial Intelligence""",0yt5hn7e8848gmhzxdj01u32,Usman Ahmed
Faculty,Masters,Computer Science,"""Artificial Intelligence""",y4xmycleg5ivu2jirxlxlg9g,Hassan Ahmed
Faculty,Masters,Computer Science,"""Human Computer Interaction"", ""Software Development"", ""Artificial Intelligence""",jg3z2wrwrwtzmbf7mq6g9g1e,Hina Malik
Student,Bachelors,Software Engineering,"""Networking"", ""Artificial Intelligence"", ""Data Science""",13wxr25urnao7pia8qwn4aew,Ayesha Khan
Industrial,Doctorate,Data Science,"""Networking""",c7kxjfphmq39hfor7tgk0ty8,Hina Ahmed
Faculty,Doctorate,Data Science,"""Networking"", ""Machine Learning"", ""Artificial Intelligence""",c6oju43g9asslsj67ttoqjb3,Ayesha Iqbal
Faculty,Masters,Data Science,"""Artificial Intelligence""",lxdyr0wbl5ncs38u39w1i01a,Fatima Ahmed
Industrial,Doctorate,Computer Science,"""Data Science""",5x3eow7tqkh5s2gg6dmth87k,Fatima Butt
Industrial,Bachelors,Software Engineering,"""Data Science""",s57kqst8ix7nm745t17kvnrc,Omar Ahmed
Student,Doctorate,Software Engineering,"""Software Development"", ""Data Science"", ""Artificial Intelligence""",oyxdv3lh56ugrskjkys8uyws,Sara Sheikh
Student,Masters,Software Engineering,"""Data Science""",15t4o5fa4or0efew6ti2at9h,Zainab Iqbal
Student,Masters,Computer Science,"""Networking""",1c4lpxmtxacqglj376kkrqeh,Hina Iqbal
Student,Bachelors,Software Engineering,"""Software Development""",6yt6x93bny5jc00ufsyoxmtq,Zainab Hussain
Industrial,Doctorate,Computer Science,"""Machine Learning"", ""Networking"", ""Human Computer Interaction""",hx23ftswxf5sgzwyz9n2hunu,Hassan Khan
Student,Masters,Computer Science,"""Human Computer Interaction""",rkdy5rdgyccyoev3vdx92i72,Usman Raza
Industrial,Doctorate,Computer Science,"""Artificial Intelligence""",lr0vg04bu7xavkydq8uio6vi,Ahmed Malik
Faculty,Masters,Computer Science,"""Machine Learning""",pzl1c4iuju1cy01dluso8y9a,Fatima Iqbal
Industrial,Doctorate,Software Engineering,"""Networking""",njqsthkhx6jjqh9o3lv3r7v5,Ahmed Sheikh
Student,Bachelors,Software Engineering,"""Machine Learning""",pxr2i4pnqq4q87dbbqu66lvg,Ali Hussain
Faculty,Masters,Computer Science,"""Human Computer Interaction""",ibqqj2fqnicnrj2vsug69j54,Ahmed Malik
Student,Doctorate,Data Science,"""Artificial Intelligence"", ""Machine Learning"", ""Software Development"", ""Human Computer Interaction""",pivfagq8i437owd9jsjuskb4,Hassan Butt
Faculty,Masters,Data Science,"""Software Development"", ""Machine Learning"", ""Artificial Intelligence"", ""Data Science""",0ci0aczxjfu15dkm6toam44o,Hina Chaudhry
Student,Doctorate,Computer Science,"""Human Computer Interaction"", ""Software Development""",tdt7cwgzfw5s8au9vhneln0i,Hassan Hussain
Faculty,Masters,Software Engineering,"""Artificial Intelligence""",mkila30j7q5y9gvq7v725qrf,Usman Iqbal
Faculty,Doctorate,Data Science,"""Artificial Intelligence"", ""Networking""",x3tdu5v2gsogi22bca3uexi9,Usman Chaudhry
Faculty,Masters,Computer Science,"""Artificial Intelligence"", ""Human Computer Interaction""",j1b91qsk1xx3qny61y8bsdb3,Hina Raza
Faculty,Masters,Data Science,"""Artificial Intelligence""",vgpqumqz900iqcohp4zaeix6,Zainab Chaudhry
Industrial,Masters,Data Science,"""Data Science""",7iznmlefz0uq1aqlsuq0w4i7,Ayesha Hussain
Industrial,Masters,Software Engineering,"""Software Development""",gl0qll0m34op2l8r3g8trw6t,Ayesha Sheikh
Student,Bachelors,Computer Science,"""Data Science"", ""Software Development""",ldm8h8art0pnozb9px7mbxd5,Fatima Ahmed
Industrial,Doctorate,Data Science,"""Artificial Intelligence"", ""Software Development""",c823fhbhag2tbfce4rtspj85,Omar Chaudhry
Faculty,Masters,Data Science,"""Human Computer Interaction"", ""Artificial Intelligence"", ""Software Development"", ""Networking""",d98oohzkkp94t3xtitbq1hv7,Usman Butt
Student,Masters,Software Engineering,"""Software Development"", ""Data Science""",f0gn1vc34zdh2aazkpjh2mqg,Ahmed Malik
Faculty,Doctorate,Computer Science,"""Artificial Intelligence""",k01sjmjh6c2jgqbceji0f97i,Zainab Iqbal
Student,Masters,Computer Science,"""Networking""",jgucng0y6bcbckjr52drwhdl,Hassan Khan
Industrial,Doctorate,Data Science,"""Networking""",qqpfu21jmceuhgtroclqumzs,Hina Ahmed
Faculty,Masters,Computer Science,"""Software Development""",hjawsdl6fkv57911weahyltm,Usman Iqbal
Faculty,Doctorate,Data Science,"""Data Science""",6s0sajdyfd4lyegtjgu0bq46,Ahmed Chaudhry
Faculty,Masters,Data Science,"""Artificial Intelligence""",pm3gjovli3r57a5aoaitvvf9,Ali Malik
Industrial,Doctorate,Data Science,"""Human Computer Interaction"", ""Artificial Intelligence"", ""Machine Learning""",o8jeiou3u5nr4mi7fr536tkn,Usman Raza
Faculty,Masters,Computer Science,"""Networking""",l129cuwdncqh2ksan4ek1ch3,Usman Raza
Student,Bachelors,Software Engineering,"""Human Computer Interaction""",fvqwleluhcszuk52a9cn3fik,Omar Khan
Faculty,Doctorate,Software Engineering,"""Networking""",043z461okbtmnorqogqga00v,Sara Iqbal
Faculty,Masters,Software Engineering,"""Machine Learning"", ""Networking""",y6d5odbeluxs63d7jr88hkxg,Ayesha Malik
Student,Doctorate,Data Science,"""Software Development"", ""Networking"", ""Data Science""",1tvie25mnbyogemm23dulkzb,Hassan Ahmed
Faculty,Masters,Software Engineering,"""Artificial Intelligence"", ""Software Development""",ern2cbqkaneq945f99cxzykd,Hina Ahmed
Industrial,Doctorate,Data Science,"""Networking"", ""Machine Learning"", ""Data Science""",27uu14vmcvrps4yylw12xk2u,Ahmed Sheikh
Student,Bachelors,Data Science,"""Human Computer Interaction"", ""Networking""",2t0x28vgjjwy6p93vetzezvu,Ali Iqbal
Student,Doctorate,Data Science,"""Human Computer Interaction"", ""Software Development"", ""Data Science"", ""Artificial Intelligence""",ta9krfo56n3gs62izde96wzc,Fatima Khan
Faculty,Masters,Computer Science,"""Software Development"", ""Human Computer Interaction""",1actya4xyu0b948pimm5f6et,Fatima Sheikh
Student,Doctorate,Computer Science,"""Data Science"", ""Software Development""",59aap9ipknbzjh6hbqokgi74,Ayesha Butt
Student,Doctorate,Computer Science,"""Software Development""",h6tyau9czl7yg7oe5wdodxcb,Hassan Khan
Student,Doctorate,Software Engineering,"""Networking""",pa421mtu8w0qm9tj6mo9ue31,Usman Javed
Industrial,Doctorate,Computer Science,"""Networking"", ""Human Computer Interaction""",akmp80752jvzozsdslm8kvqn,Ahmed Sheikh
Student,Masters,Software Engineering,"""Machine Learning"", ""Artificial Intelligence""",cqtsn65litnduao5cihq7m9h,Hina Javed
Student,Masters,Data Science,"""Data Science"", ""Machine Learning""",coau166mtjrss3yqkau5n2kp,Hassan Sheikh
Industrial,Bachelors,Data Science,"""Data Science"", ""Machine Learning"", ""Software Development""",auyd3n6w7q8z6ocsg8zvrvrv,Hina Khan
